Id ;Heure;Debit;Total;Pression;Densite
536;10:50:48;336,5;2795;54;
537;10:50:58;336,5;2850;54;
538;10:51:08;336,5;2905;55;
539;10:51:18;340;2961;54;
540;10:51:28;336,5;3016;54;
541;10:51:38;333;3071;54;
542;10:51:48;333;3126;55;
543;10:51:58;329,5;3182;54;
544;10:52:08;333;3237;54;
545;10:52:18;333;3292;55;
546;10:52:28;329,5;3347;54;
547;10:52:38;326;3402;54;
548;10:52:48;322,5;3457;55;
549;10:52:58;322,5;3512;55;
550;10:53:08;322,5;3562;54;
551;10:53:18;322,5;3617;54;
552;10:53:28;326;3672;55;
553;10:53:38;329,5;3727;55;
554;10:53:48;329,5;3782;54;
555;10:53:58;333;3836;55;
556;10:54:08;329,5;3891;55;
557;10:54:18;329,5;3946;55;
558;10:54:28;329,5;4001;55;
559;10:54:38;333;4056;54;
560;10:54:48;336,5;4111;54;
561;10:54:58;336,5;4166;55;
562;10:55:08;336,5;4220;55;
563;10:55:18;333;4275;54;
564;10:55:28;329,5;4330;55;
565;10:55:38;329,5;4384;55;
566;10:55:48;329,5;4439;55;
567;10:55:58;326;4494;55;
568;10:56:08;322,5;4548;55;
569;10:56:18;322,5;4603;55;
570;10:56:28;322,5;4658;55;
571;10:56:38;322,5;4712;55;
572;10:56:48;322,5;4766;55;
573;10:56:58;322,5;4821;55;
574;10:57:08;319;4875;55;
575;10:57:18;319;4930;55;
576;10:57:28;322,5;4984;55;
577;10:57:38;319;5039;55;
578;10:57:48;315,5;5093;55;
579;10:57:58;315,5;5147;55;
580;10:58:08;315,5;5202;55;
581;10:58:18;312;5256;55;
582;10:58:28;312;5311;55;
583;10:58:38;312;5365;55;
584;10:58:48;315,5;5419;55;
585;10:58:58;312;5474;55;
586;10:59:08;315,5;5528;55;
587;10:59:18;319;5577;55;
588;10:59:28;315,5;5631;55;
589;10:59:38;319;5685;55;
590;10:59:48;319;5740;56;
591;10:59:58;322,5;5794;55;
592;11:00:08;326;5848;56;
593;11:00:18;333;5902;56;
594;11:00:28;336,5;5957;56;
595;11:00:38;340;6011;55;
596;11:00:48;336,5;6065;55;
597;11:00:58;336,5;6119;56;
598;11:01:08;333;6174;55;
599;11:01:18;329,5;6228;55;
600;11:01:28;326;6282;56;
601;11:01:38;322,5;6337;56;
602;11:01:48;326;6391;55;
603;11:01:58;326;6445;56;
604;11:02:08;322,5;6500;55;
605;11:02:18;319;6554;55;
606;11:02:28;315,5;6608;55;
607;11:02:38;308,5;6663;55;
608;11:02:48;308,5;6717;55;
609;11:02:58;312;6771;55;
610;11:03:08;315,5;6826;55;
611;11:03:18;319;6880;55;
612;11:03:28;322,5;6934;55;
613;11:03:38;326;6989;55;
614;11:03:48;326;7043;55;
615;11:03:58;326;7097;55;
616;11:04:08;326;7152;55;
617;11:04:18;326;7206;55;
618;11:04:28;305,1666667;7261;55;
619;11:04:38;280,9166667;7315;56;
620;11:04:48;253,1666667;7369;55;
621;11:04:58;225,4166667;7424;56;
622;11:05:08;197,6666667;7473;55;
623;11:05:18;169,9166667;7527;55;
624;11:05:28;142,1666667;7582;55;
625;11:05:38;114,4166667;7636;55;
626;11:05:48;86,66666667;7690;55;
627;11:05:58;58,91666667;7745;55;
628;11:06:08;34,66666667;7799;55;
629;11:06:18;6,916666667;7832;1;
630;11:06:28;0;7832;3;
631;11:06:38;0;7832;3;
632;11:06:48;0;7832;2;
633;11:06:58;0;7832;1;
634;11:07:08;0;7832;1;
635;11:07:18;0;7832;1;
636;11:07:28;0;7832;1;
637;11:07:38;0;7832;0;
638;11:07:48;0;7832;0;
639;11:07:58;0;7832;0;
640;11:08:08;0;7832;0;
641;11:08:18;0;7832;0;
642;11:08:28;0;7832;0;
643;11:08:38;0;7832;0;
644;11:08:48;0;7832;0;
645;11:08:58;0;7832;0;
646;11:09:08;0;7832;0;
